id,ten_dia_diem,mo_ta,loai_dia_diem,khu_vuc,dia_chi,tu_khoa,thoi_gian_hoat_dong,gia_ve,danh_gia,hinh_anh,Latitude,Longitude
893,Dinh Độc Lập,"국가 특별 역사 유적지로, 나라 통일의 상징적인 사건을 간직하고 있습니다. 건축가 응오 비엣 투의 독특한 건축 양식을 자랑하며, 베트남 역사와 정치를 탐구하고 싶은 이들에게 필수적인 방문지입니다.",역사 유적지,1구,호치민시 1구 벤타인 와드 남끼코이응이아 135번지,"역사, 건축, 정치, 통일",08:00 - 17:00 (월요일-일요일),"성인 65,000 VND, 어린이 15,000 VND",4.5,"https://ik.imagekit.io/tvlk/blog/2023/01/dinh-doc-lap-7.jpg?tr=dpr-2,w-675",10.7769942,106.6953021
894,Chợ Bến Thành,"사이공의 상징인 이 번화한 시장은 쇼핑, 음식, 활기찬 문화를 경험할 수 있는 중심지입니다. 의류, 기념품부터 분리우, 쩨, 신선한 과일 같은 길거리 음식을 즐길 수 있습니다.",전통 시장,1구,호치민시 1구 벤타인 와드 레로이,"쇼핑, 음식, 문화, 기념품","06:00 - 18:00 (주간 시장), 19:00 - 23:00 (야간 시장)",무료 입장,4.2,https://mia.vn/media/uploads/blog-du-lich/cho-ben-thanh-1693128130.jpg,10.7725168,106.6980208
895,Bảo tàng Mỹ thuật,프랑스 건축 양식의 고풍스러운 저택에 위치한 이곳은 조용하고 세련된 예술 공간입니다. 다양한 시대의 회화와 조각 작품이 전시되어 있어 아름다움을 감상하고 싶은 이들에게 적합합니다.,박물관,1구,호치민시 1구 응우옌타이빈 와드 포득찐 97A번지,"예술, 회화, 조각, 문화","09:00 - 17:00 (화요일-일요일), 월요일 휴무","30,000 VND",4.1,https://images2.thanhnien.vn/528068263637045248/2023/4/16/4-cong-trinh-mang-phong-cach-art-deco-ky-hoa-cua-hai-yen-168160721009188002447.jpg,10.7700359,106.6991737
896,Phố đi bộ Nguyễn Huệ,"호치민시 1구 중심에 위치한 유명한 공공 공간으로, 넓고 현대적인 분위기를 자랑합니다. 문화, 오락, 음식 활동이 활발히 이루어지는 장소입니다.",보행자 거리,1구,호치민시 1구 레탕톤에서 톤득탕까지 응우옌후에 거리,"오락, 문화, 산책, 이벤트",24시간,무료,4.3,"https://ik.imagekit.io/tvlk/blog/2023/01/pho-di-bo-nguyen-hue-16.jpg?tr=dpr-2,w-675",10.7738495,106.7036566
897,Phố Tây Bùi Viện,"호치민시 1구 중심에 위치한 유명한 거리로, 밤의 활기찬 분위기와 국내외 관광객을 끌어들이는 매력으로 유명합니다.",유흥 거리,1구,호치민시 1구 팜응우라오 와드 부이비엔 거리,"나이트라이프, 바, 레스토랑, 외국인 관광객",18:00 - 02:00 (가장 활발한 시간),거리 입장 무료,4,https://tripzone.vn/uploads/202104/15/13/193429-ph---i-b--b-i-vi-n--ngu-n-internet-.jpg,10.7671254,106.6931448
898,Nhà thờ Đức Bà,"사이공 대교구의 중심 성당으로, 베트남 가톨릭의 상징이자 호치민시의 독특한 건축 명소 중 하나입니다. 관광객에게도 인기 있는 방문지입니다.",성당,1구,호치민시 1구 벤게 와드 꽁사파리 01번지,"종교, 고딕 건축, 역사","08:00 - 11:00, 15:00 - 16:00 (보수 중)",무료,4.4,https://sieuthitranhsondau.com/wp-content/uploads/2022/06/Tranh-hien-dai-nha-tho-duc-ba-stt230.jpg,10.7797855,106.6990189
899,Bến Bạch Đằng,"호치민시 1구 중심에 사이공강변에 위치한 유명한 장소로, 공원과 항구가 결합된 공간입니다. 과거 중요한 항구였으며, 현재는 관광, 오락, 휴식을 위한 매력적인 장소입니다.",공원/항구,1구,호치민시 1구 벤게 와드 톤득탕,"사이공강, 배, 공원, 휴식",24시간,무료,4.2,https://phunuvietnam.mediacdn.vn/179072216278405120/2022/4/3/cv-ben-bach-dang01-1648983205522439154595-16489957646401399674960.jpeg,10.7757027,106.7069595
900,Đường sách Nguyễn Văn Bình,"호치민시 1구 중심에 위치한 독특하고 매력적인 문화 명소로, 책 판매뿐 아니라 커뮤니티 문화 공간으로서 책 애호가와 관광객에게 흥미로운 경험을 제공합니다.",서점 거리,1구,호치민시 1구 (4월 30일 공원 근처) 응우옌반빈 거리,"책, 문학, 문화, 교육",08:00 - 21:00,무료,4,https://static.vinwonders.com/production/duong-sach-nguyen-van-binh-banner.jpg,10.780963,106.7000734
901,Vincom Đồng Khởi,"호치민시에서 가장 고급스럽고 번화한 쇼핑몰 중 하나로, 1구 중심의 황금 위치에 자리 잡고 있습니다. 동코이, 레탱톤, 리투쫑 거리에 면한 이곳은 쇼핑, 음식, 오락을 위한 이상적인 장소입니다.",쇼핑몰,1구,호치민시 1구 레탱톤 72번지 & 리투쫑 45A번지,"쇼핑, 패션, 음식, 오락",09:30 - 22:00,쇼핑몰 입장 무료,4.3,https://statics.vincom.com.vn/vincom-tttm/gioi_thieu/anh_bai_viet/Vincom-Dong-Khoi-1.jpg,10.7779716,106.7016504
902,Bưu điện Thành phố Hồ Chí Minh,"프랑스풍의 고전 건축물이자 호치민시 1구 중심에 위치한 명소로, 운영 중인 우체국이자 역사적 가치를 지닌 인기 관광지입니다.",우체국/유적지,1구,호치민시 1구 벤게 와드 꽁사파리 02번지,"건축, 역사, 우편, 관광","07:00 - 19:00 (월-금), 08:00 - 18:00 (토, 일)",관람 무료,4.2,https://dulich3mien.vn/wp-content/uploads/2021/12/hinh-anh-buu-dien-tphcm-ve-dem-.jpg,10.85302,106.7934
903,Saigon Garden,"호치민시 1구 응우옌후에 보행자 거리에 위치한 독특한 상업 복합 단지로, 전통 쇼핑몰과 달리 푸른 자연과 평온한 분위기를 제공하는 작은 '정원' 같은 공간입니다.",상업 복합 단지,1구,호치민시 1구 벤게 와드 응우옌후에 99번지,"녹지 공간, 쇼핑, 휴식, 카페",10:00 - 22:00,무료,4.1,https://www.invert.vn/media/uploads/uploads/26213809-9-saigon-garden-riverside-village.png,10.7734087,106.7038889
904,Công viên 23 Tháng 9,"호치민시 1구 중심에 위치한 대규모 도시 공원으로, 도시의 '녹색 폐' 역할을 하며 역사적 의미와 교통, 문화, 오락의 중심지입니다.",공원,1구,호치민시 1구 팜응우라오 와드 팜응우라오,"공원, 스포츠, 휴식, 녹지 공간",05:00 - 21:00,무료,3.9,https://static.vinwonders.com/2023/02/september-23rd-park-1.jpg,10.7687114,106.69234
905,Family Garden,"호치민시의 번화한 도심 속 '가족 농장' 스타일의 독특한 명소로, 시골의 보석 또는 사이공의 '작은 치앙마이'로 불립니다. 푸른 자연과 가까운 다양한 체험을 제공합니다.",놀이공원/농장,2구,호치민시 2구 빈쯔엉타이 와드 응우옌두이찐 거리,"농장, 자연, 가족, 체험",08:00 - 17:00,"50,000 - 100,000 VND",4,https://laz-img-sg.alicdn.com/p/b3af032bda8922afb0c1805b96c772e0.jpg,10.8055691,106.738025
906,Saigon Outcast,"호치민시의 독특한 커뮤니티-오락-문화 예술 공간으로, 스트리트 아트를 사랑하는 젊은이들과 사이공에 거주하는 외국인 커뮤니티의 중심지로 알려져 있습니다.",바/문화 공간,2구,호치민시 1구 코강 와드 보반끼엣 411번지,"바, 예술, 음악, 커뮤니티",16:00 - 01:00,입장 무료 (음료 비용 별도),4.2,https://mia.vn/media/uploads/blog-du-lich/saigon-outcast-4-1704680232.jpg,10.8169107,106.7297632
907,Vincom Mega Mall Thảo Điền,"호치민시에서 가장 크고 현대적인 쇼핑몰 중 하나로, 쇼핑뿐 아니라 오락, 음식을 포함한 복합 공간입니다. 특히 타오디엔에 거주하는 외국인 커뮤니티에게 인기 있습니다.",쇼핑몰,2구,호치민시 2구 타오디엔 와드 하노이 고속도로 159번지,"쇼핑, 음식, 오락, 영화관",10:00 - 22:00,쇼핑몰 입장 무료,4.4,https://statics.vincom.com.vn/vincom-tttm/gioi_thieu/anh_bai_viet/DJI_0819_resize.jpg,10.8023796,106.7409716
908,Công viên Sala,"호치민시에서 가장 현대적이고 고급스러운 도시 공원 중 하나로, 녹지 공간뿐 아니라 건축적 하이라이트를 제공하여 주민과 관광객에게 고급스러운 친환경 생활을 선사합니다.",공원,2구,투득시 안로이동 와드 응우옌코탁 거리 살라 도시 지역,"현대 공원, 건축, 녹지 공간, 친환경",04:00 - 23:00,무료,4.6,http://khudothisala.vn/wp-content/uploads/2015/04/cong-vien-Sala-2.jpg,10.7721778,106.7246327
909,Công viên hầm Thủ Thiêm,"호치민시 주민과 젊은이들에게 특히 저녁 시간대에 인기 있는 공공 공간으로, 트렌디한 분위기를 자랑합니다.",공원,투득시,투득시 안로이동 와드 응우옌코탁 거리,"젊은이, 저녁, 공공 공간, 트렌디",05:00 - 22:00,무료,4.3,https://toplist.vn/images/800px/cong-vien-ham-thu-thiem-1028268.jpg,10.7703473,106.7098527
910,Đảo Kim Cương,"도시 중심에 위치한 독특한 휴양지로, 사이공의 유일한 자연 섬입니다. 일상의 피로를 잊고 노을 감상, 연 날리기, 파티, 정원 산책 등 다양한 활동을 즐길 수 있습니다.",휴양지,투득시,투득시 빈쯔엉타이 와드 쩐뀌끼엔 1번지,"자연 섬, 노을, 연 날리기, 자연, 휴양",06:00 - 22:00,공공 구역 관람 무료,4.4,https://saigonrealestate.vn/wp-content/uploads/2022/05/phoi-canh-Dao-Kim-Cuong-Diamond-Island-Quan-2.jpg,10.7787522,106.746685
911,Khu tổ hợp BLOQ,"한국 스타일의 컨테이너 디자인과 화이트 톤으로 독특하게 설계된 복합 공간입니다. 태국, 멕시코, 한국 등 다양한 국가의 요리를 제공하는 의류 매장, 카페, 레스토랑이 있습니다.",상업 복합 단지,투득시,투득시 빈쯔엉타이 와드 7번 도로 39번지,"컨테이너, 한국, 국제 요리, 쇼핑",10:00 - 22:00,구역 입장 무료,4.2,https://disaigon.com/wp-content/uploads/2023/02/the-BLQQ-khong-gian.jpg,10.8045288,106.7394266
912,Hồ bơi Kỳ Đồng Quận 3,"호치민시 주민과 관광객이 선호하는 공공 수영장으로, 넓고 쾌적한 공간과 안정적인 서비스 품질로 유명합니다.",공공 수영장,3구,호치민시 3구 9번 와드 끼동 28번지,"수영, 스포츠, 공공, 오락",05:30 - 21:00,"30,000 - 50,000 VND",3.8,https://dayboihieptam.com/wp-content/uploads/2021/07/dayboihieptam.com_-10.jpg,10.7805614,106.6807936
913,Công viên Lê Thị Riêng,"호치민시에서 가장 크고 다기능적인 공원 중 하나로, 중요한 녹지 공간이자 번화한 놀이와 오락 명소로 많은 주민과 관광객을 끌어들입니다.",공원,10구,호치민시 1구 벤타인 와드 레티리엥 34번지,"대규모 공원, 오락, 녹지 공간, 다기능",05:00 - 21:00,무료,4,http://cdn-i.vtcnews.vn/files/thy.hue/2017/03/29/img_10961-0007.jpg,10.7851478,106.6647487
914,Hồ Con Rùa,"사이공 중심에 위치한 작고 예쁜 호수로, 퇴근 후부터 밤까지 사람들로 북적입니다. 젊은이들의 모임, 연인들의 데이트, 맛있는 길거리 음식을 즐기기 위해 부모들이 아이들과 함께 찾는 곳입니다.",호수 공원,3구,호치민시 3구 보띠사우 와드,"데이트, 길거리 음식, 젊은이, 저녁",24시간,무료,4.1,https://cdn3.ivivu.com/2022/10/hồ-con-rùa-ivivu-12.jpg,10.7826608,106.695915
915,Nhà thờ Tân Định,"사이공에서 가장 크고 오래된 가톨릭 성당 중 하나로, 독특한 프랑스 고딕 건축과 선명한 핑크색 외관으로 유명합니다. 건축 명소이자 필수 관광지입니다.",성당,3구,호치민시 3구 보띠사우 와드 하이바쯩 289번지,"핑크 성당, 고딕, 프랑스 건축, 종교","05:30 - 11:30, 14:00 - 21:00",무료,4.5,https://cdn.justfly.vn/1200x1500/media/202107/08/1625731016-nha-tho-tan-dinh-sai-gon-12.jpg,10.7883359,106.6906789
916,Lẩu cá kèo Bà Huyện,"독특하고 달콤한 향의 라우 까 께오가 이곳의 대표 메뉴로, 진한 국물이 입맛에 딱 맞습니다. 라우 외에도 까 께오 튀김 요리도 매력적입니다.",레스토랑,3구,호치민시 1구 코강 와드 코강 127/16번지,"라우 까 께오, 현지 요리, 특산물",16:00 - 23:00,"1인당 80,000 - 150,000 VND",4.3,https://melamine.vn/wp-content/uploads/2023/11/Gioi-thieu-chung-ve-quan-Lau-ca-keo-Ba-Huyen-Thanh-Quan-883x1024.png,10.7780212,106.6869046
917,Bún mọc Ròm Mập Quận 3,"넓고 깨끗한 공간을 자랑하는 식당으로, 분목 차, 분스언목 차 등 독특한 맛의 요리를 제공합니다. 특히 돼지고기와 목이버섯을 섞어 튀기거나 쪄낸 목이 이곳의 하이라이트입니다.",레스토랑,3구,호치민시 1구 팜응우라오 와드 꽁꿴 160A번지,"분목, 전통 요리, 특제 목",06:00 - 22:00,"한 그릇 35,000 - 55,000 VND",4.2,https://1phutsaigon.vn/wp-content/uploads/2024/02/bun-moc-rom-map-868727.jpg,10.7695146,106.6838554
918,Phá lấu Kỳ Đồng Quận 3 Sài Gòn,"노점 식당이지만 깨끗하고 맛있는 파라우를 제공합니다. 곱창, 간 등이 비린내 없이 고소하게 조리되어 진한 육수와 어우러져 입맛을 돋웁니다.",노점 음식점,3구,호치민시 3구 9번 와드 끼동 거리,"파라우, 길거리 음식, 노점 요리",16:00 - 24:00,"25,000 - 40,000 VND",4,https://kenh14cdn.com/thumb_w/660/2018/3/16/pha-lau-thuongmomosfoodwold-15211717892268727703.jpg,10.7820445,106.6816878
919,Bánh tráng trộn chú Viên,"다양한 토핑을 선택할 수 있는 반짱쫀으로, 매장에서 먹거나 포장도 가능합니다.",간식 가게,3구,호치민시 3구 9번 와드 끼동 거리,"반짱쫀, 간식, 다양한 토핑",15:00 - 23:00,"15,000 - 25,000 VND",3.9,https://disaigon.com/wp-content/uploads/2023/01/Banh-trang-tron-chu-vien-noi-tieng-khap-Sai-Gon.jpg,10.771095,106.6860263
920,Chanchamayo Coffee,"넓은 공간과 커피부터 스무디, 주스, 간단한 스낵까지 다양한 메뉴를 제공합니다. 아늑하고 예쁜 분위기에서 친구들과 편안하게 대화를 나눌 수 있습니다.",카페,3구,호치민시 3구 9번 와드 끼동 23번지,"커피, 스무디, 아늑한 공간, 휴식",07:00 - 23:00,"25,000 - 65,000 VND",4.1,https://tripzone.vn/uploads/202104/15/13/213246-kh-ng-gian-b-n-trong---ngu--n-fb.chanchamayo-coffee--.jpg,10.780762,106.6899808
921,Cầu Mống Quận 4,"젊은이들에게 인기 있는 명소로, 체크인 사진 촬영, 아름다운 일출과 일몰 감상, 로맨틱한 데이트, 길거리 음식 즐기기 등 다양한 활동이 펼쳐집니다.",다리/관광지,4구,호치민시 4구 18번 와드 몽 다리,"체크인, 일몰, 일출, 젊은이, 로맨틱",24시간,무료,4.2,https://maisonoffice.vn/wp-content/uploads/2024/04/6-hoat-dong-check-in-cau-mong-duoc-gioi-tre-sai-gon-yeu-thich.jpg,10.7681105,106.703653
922,Bến Nhà Rồng,"호치민시의 중요한 역사적 건축물이자 상징으로, 역사 유적지이자 매년 수백만 명의 관광객을 끌어들이는 의미 있는 박물관입니다.",박물관/유적지,4구,호치민시 4구 12번 와드 응우옌탓타인 1번지,"역사, 박물관, 유적지, 호치민 주석","07:30 - 11:30, 13:30 - 17:00","15,000 VND",4.3,https://vietnamstamp.com.vn/media/lib/1264_1TGTPhongcanh03BnNhRng.jpg,10.7681666,106.7068662
